university,AGRICULTURAL SCIENCES,BIOLOGY & BIOCHEMISTRY,CHEMISTRY,CLINICAL MEDICINE,COMPUTER SCIENCE,ECONOMICS & BUSINESS,ENGINEERING,ENVIRONMENT ECOLOGY,GEOSCIENCES,IMMUNOLOGY,MATERIALS SCIENCE,MATHEMATICS,MICROBIOLOGY,MOLECULAR BIOLOGY & GENETICS,MULTIDISCIPLINARY,NEUROSCIENCE & BEHAVIOR,PHARMACOLOGY & TOXICOLOGY,PHYSICS,PLANT & ANIMAL SCIENCE,PSYCHIATRY PSYCHOLOGY,"SOCIAL SCIENCES, GENERAL",SPACE SCIENCE
GAZIANTEP UNIVERSITY,,,,3754.0,,,1391.0,,,,,,,,,,,689.0,,,,
GAZIPUR AGRICULTURAL UNIVERSITY (GAU),990.0,,,,,,,,,,,,,,,,,,1164.0,,,
GDANSK UNIVERSITY OF TECHNOLOGY,977.0,1630.0,583.0,,,,480.0,1160.0,,,783.0,,,,,,,,,,,
GDYNIA MARITIME UNIVERSITY,,,,,,,2072.0,,,,,,,,,,,,,,,
GEBZE TECHNICAL UNIVERSITY,,,1191.0,,,,1437.0,2039.0,,,,,,,,,,,,,,
GEDYT ENDOSCOPY CTR,,,,5370.0,,,,,,,,,,,,,,,,,,
GEELONG HOSPITAL,,,,3601.0,,,,,,,,,,,,,,,,,,
GEICAM,,,,4275.0,,,,,,,,,,,,,,,,,,
GEICO,,,,5425.0,,,,,,,,,,,,,,,,,,
GEISINGER,,,,3768.0,,,,,,,,,,,,,,,,,,
GEISINGER COMMONWEALTH SCH MED,,,,6180.0,,,,,,,,,,,,,,,,,,
GEISINGER HEALTH SYSTEM,,,,1310.0,,,,,,,,,,,,1107.0,,,,,2010.0,
GEISINGER HEART INST,,,,6501.0,,,,,,,,,,,,,,,,,,
GEISINGER MEDICAL CENTER,,,,2618.0,,,,,,,,,,,,,,,,,,
GELDERSE VALLEI HOSPITAL,,,,2880.0,,,,,,,,,,,,,,,,,,
GELRE HOSPITALS,,,,2402.0,,,,,,,,,,,,,,,,,,
GELRE ZIEKENHUIZEN LOCATIE ZUTPHEN,,,,4777.0,,,,,,,,,,,,,,,,,,
GEMINI SCI LLC,,,,4777.0,,,,,,,,,,,,,,,,,,
GEMINI ZIEKENHUIS,,,,4245.0,,,,,,,,,,,,,,,,,,
GEN DIRECTORATE EPIDEMIOL,,,,6672.0,,,,,,,,,,,,,,,,,,
GEN HOSP,,,,3345.0,,,,,,,,,,,,,,,,,,
GEN HOSP ATHENS G GENNIMATAS,,,,4329.0,,,,,,,,,,,,,,,,,,
GEN HOSP ATHENS POLIKLINIKI,,,,4777.0,,,,,,,,,,,,,,,,,,
GEN HOSP CELJE,,,,5753.0,,,,,,,,,,,,,,,,,,
GEN HOSP KARLOVAC,,,,4154.0,,,,,,,,,,,,,,,,,,
GEN HOSP LARISSA,,,,4258.0,,,,,,,,,,,,,,,,,,
GEN HOSP MURSKA SOBOTA,,,,4284.0,,,,,,,,,,,,,,,,,,
GEN HOSP NIKAIA,,,,4572.0,,,,,,,,,,,,,,,,,,
GEN HOSP NORTHERN THEATER COMMAND,,,,4346.0,,,,,,,,,,,,,,,,,,
GEN HOSP PULA,,,,5865.0,,,,,,,,,,,,,,,,,,
GEN HOSP SVETI DUH,,,,4701.0,,,,,,,,,,,,,,,,,,
GENEDX,,,,2218.0,,,,,,,,,,,,,,,,,,
GENENTECH,,454.0,1246.0,484.0,,,,,,215.0,,,,239.0,,811.0,146.0,,,,,
GENERAL ATOMICS & AFFILIATED COMPANIES,,,,,,,2323.0,,,,,,,,,,,696.0,,,,
GENERAL DIRECTORATE OF AGRICULTURAL RESEARCH & POLICIES (TAGEM) - REPUBLIC OF TURKIYE MINISTRY OF AGRICULTURE & FORESTRY,1340.0,,,,,,,,,,,,,,,,,,1862.0,,,
GENERAL ELECTRIC,,,,1479.0,,,777.0,,,,,,,,,1068.0,,,,,,
GENERAL HOSPITAL OF N. IONIA AGIA OLGA,,,,2640.0,,,,,,,,,,,,,,,,,,
"GENERAL MILLS, INC.",1369.0,,,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,,,1923.0,,,,1022.0,,,,841.0,,,,,,,,,,,
GENERAL ORGANIZATION OF TEACHING HOSPITALS & INSTITUTES (GOTHI),,,,6639.0,,,,,,,,,,,,,,,,,,
GENERAL RESEARCH INSTITUTE FOR NONFERROUS METALS,,,,,,,,,,,1030.0,,,,,,,,,,,
GENERAL UNIVERSITY GREGORIO MARANON HOSPITAL,,,,754.0,,,,,,509.0,,,,,,1175.0,1058.0,,,554.0,,
GENERAL UNIVERSITY HOSPITAL OF ALICANTE,,,,1692.0,,,,,,,,,,,,,,,,,,
GENERAL UNIVERSITY HOSPITAL OF LARISSA,,,,2609.0,,,,,,,,,,,,,,,,,,
GENERAL UNIVERSITY HOSPITAL PRAGUE,,1556.0,,752.0,,,,,,,,,,,,757.0,,,,,,
GENESEEQ TECHNOLOGY INC.,,,,6606.0,,,,,,,,,,,,,,,,,,
GENESIS CLIN RES,,,,4777.0,,,,,,,,,,,,,,,,,,
GENESIS RES INT,,,,4777.0,,,,,,,,,,,,,,,,,,
GENEVA UNIV HOSP,,,,6135.0,,,,,,,,,,,,,,,,,,
GENMAB,,,,5206.0,,,,,,,,,,,,,,,,,,
GENOME QUEBEC INNOVAT CTR,,,,,,,,,,,,,,759.0,,,,,,,,
GENOMEDX BIOSCIENCES,,,,5713.0,,,,,,,,,,,,,,,,,,
GENOMIC HEALTH,,,,5692.0,,,,,,,,,,,,,,,,,,
GENZYME CORPORATION,,,,3976.0,,,,,,,,,,,,,,,,,,
"GEOLOGICAL INSTITUTE, RUSSIAN ACADEMY OF SCIENCES",,,,,,,,,810.0,,,,,,,,,,,,,
GEOLOGICAL SURVEY ISRAEL,,,,,,,,,900.0,,,,,,,,,,,,,
GEOLOGICAL SURVEY OF CANADA,,,,,,,,,271.0,,,,,,,,,,,,,
GEOLOGICAL SURVEY OF DENMARK & GREENLAND,,,,,,,,1513.0,445.0,,,,,,,,,,,,,
GEOLOGICAL SURVEY OF FINLAND (GTK),,,,,,,,,937.0,,,,,,,,,,,,,
GEOLOGICAL SURVEY OF NORWAY,,,,,,,,,575.0,,,,,,,,,,,,,
GEOLOGICAL SURVEY OF WESTERN AUSTRALIA,,,,,,,,,1080.0,,,,,,,,,,,,,
GEOMAR HELMHOLTZ CENTER FOR OCEAN RESEARCH KIEL,,,,,,,,647.0,125.0,,,,,,,,,,509.0,,,
"GEORGE EMIL PALADE UNIVERSITY OF MEDICINE, PHARMACY, SCIENCE, & TECHNOLOGY OF TARGU MURES",,,,2467.0,,,,,,,,,,,,,,,,,,
GEORGE INST GLOBAL HLTH,,,,1552.0,,,,,,,,,,,,,,,,,1584.0,
GEORGE INST GLOBAL HLTH INDIA,,,,3917.0,,,,,,,,,,,,,,,,,,
GEORGE INSTITUTE FOR GLOBAL HEALTH,,,,414.0,,,,,,,,,,,,678.0,,,,,743.0,
GEORGE MASON UNIVERSITY,,1614.0,,791.0,548.0,301.0,1279.0,771.0,425.0,,1207.0,,,,,972.0,,,1274.0,354.0,241.0,
GEORGE PAPANIKOLAOU GENERAL HOSPITAL OF THESSALONIKI,,1616.0,,2544.0,,,,,,,,,,,,,,,,,,
GEORGETOWN LOMBARDI COMPREHENS CANC CTR,,,,2431.0,,,,,,,,,,,,,,,,,,
GEORGIA DEPT PUBL HLTH,,,,5490.0,,,,,,,,,,,,,,,,,,
GEORGIA SOUTHERN UNIVERSITY,,,,6548.0,,,1770.0,,,,,,,,,,,,,,966.0,
GEORGIAN TECHNICAL UNIVERSITY,,,,,,,,,,,,,,,,,,595.0,,,,
GEOSCIENCE AUSTRALIA,,,,,,,,,763.0,,,,,,,,,,,,,
GERIATRIC RESEARCH EDUCATION & CLINICAL CENTER,,1038.0,,943.0,,,,,,1124.0,,,,640.0,,338.0,1290.0,,,934.0,535.0,
GERMAN AEROSPACE CENTRE (DLR),,,1530.0,5896.0,751.0,,373.0,1542.0,84.0,,787.0,,,,,,,,,,1384.0,
GERMAN BREAST GROUP,,,,1751.0,,,,,,,,,,,,,,,,,,
GERMAN CANC RES CTR,,,,4055.0,,,,,,,,,,,,,,,,,,
GERMAN CANCER RESEARCH CENTER (DKFZ),,160.0,1628.0,144.0,,,,,,156.0,,,437.0,71.0,201.0,211.0,669.0,,,,843.0,
GERMAN CENTER FOR DIABETES RESEARCH (DZD),,609.0,,1244.0,,,,,,,,,,518.0,,,,,,,,
GERMAN CENTER FOR INFECTION RESEARCH,,643.0,,999.0,,,,,,117.0,,,81.0,594.0,,,455.0,,1051.0,,,
GERMAN CENTER FOR NEURODEGENERATIVE DISEASES (DZNE),,517.0,,1749.0,,,,,,448.0,,,,349.0,,62.0,,,,782.0,,
GERMAN CENTRE FOR CARDIOVASCULAR RESEARCH,,535.0,,316.0,,,,,,873.0,,,,319.0,,962.0,1076.0,,,,2023.0,
GERMAN CENTRE FOR INTEGRATIVE BIODIVERSITY RESEARCH (IDIV),1354.0,1047.0,,,,,,93.0,,,,,694.0,,,,,,348.0,,1997.0,
GERMAN CTR LUNG RES,,,,1243.0,,,,,,,,,,,,,,,,,,
GERMAN CTR LUNG RES DZL,,,,1536.0,,,,,,947.0,,,,,,,,,,,,
GERMAN ENVIRONM AGCY,,,,1949.0,,,,,,,,,,,,,,,,,,
GERMAN FED ENVIRONM AGCY,,,,3955.0,,,,,,,,,,,,,,,,,,
GERMAN HEART CENTER BERLIN,,,,1641.0,,,,,,,,,,,,,,,,,,
GERMAN HEART CENTRE MUNICH,,,,929.0,,,,,,,,,,,,,,,,,,
GERMAN HOSP OSWALDO CRUZ,,,,2626.0,,,,,,,,,,,,,,,,,,
GERMAN INSTITUTE FOR INTERNATIONAL EDUCATIONAL RESEARCH,,,,,,,,,,,,,,,,,,,,1082.0,1902.0,
GERMAN INSTITUTE OF GLOBAL & AREA STUDIES,,,,,,,,,,,,,,,,,,,,,1460.0,
GERMAN NATL COHORT CONSORTIUM,,,,2373.0,,,,,,,,,,,,,,,,,,
GERMAN RESEARCH FOUNDATION (DFG),1339.0,958.0,,,,,,91.0,,,,,681.0,1143.0,,,,,347.0,,1976.0,
GERMAN SPORT UNIVERSITY COLOGNE,,,,2907.0,,,,,,,,,,,,,,,,815.0,1876.0,
GERMAN-JORDANIAN UNIVERSITY,,,,,,,1788.0,,,,,,,,,,,,,,,
GETULIO VARGAS FOUNDATION,,,,,,483.0,,,,,,,,,,,,,,,1279.0,
GGS INDRAPRASTHA UNIVERSITY,,,,,,,2779.0,,,,,,,,,,,,,,,
GGZ INGEEST,,,,,,,,,,,,,,,,,,,,1120.0,,
GH ASACHI TECHNICAL UNIVERSITY,,,1910.0,,,,1994.0,,,,1499.0,,,,,,,,,,,
GHANA HEALTH SERVICE,,,,5091.0,,,,,,,,,,,,,,,,,1838.0,
GHENT UNIVERSITY HOSPITAL,,749.0,,303.0,,,,,,267.0,,,,848.0,,755.0,788.0,,,994.0,653.0,
GHU PARIS PSYCHIATRIE NEUROSCIENCES,,,,3130.0,,,,,,,,,,,,530.0,,,,696.0,,
GIFU HEART CTR,,,,3426.0,,,,,,,,,,,,,,,,,,
GIFU UNIVERSITY,789.0,1460.0,1737.0,1796.0,,,,,,,,,,,,,,,994.0,,,
GIK INSTITUTE ENGINEERING SCIENCE & TECHNOLOGY,,,,,,,1686.0,,,,,,,,,,,,,,,
GILEAD SCIENCES,,,,1367.0,,,,,,563.0,,,800.0,,,,627.0,,,,,
GILLINGS SCH GLOBAL PUBL HLTH,,,,6202.0,,,,,,,,,,,,,,,,,,
GINECO,,,,5851.0,,,,,,,,,,,,,,,,,,
GIRESUN UNIVERSITY,,,,,,,,,,,,,,,,,,950.0,,,,
GIRONA UNIVERSITY HOSPITAL DR. JOSEP TRUETA,,,,1631.0,,,,,,,,,,,,,,,,,,
GISED STUDY CTR,,,,3400.0,,,,,,,,,,,,,,,,,,
GIVAUDAN SA,,,,,,,,,,,,,,,,,1087.0,,,,,
GLA UNIVERSITY,,,,,,,1412.0,,,,,,,,,,,,,,,
GLAN CLWYD GEN HOSP,,,,5638.0,,,,,,,,,,,,,,,,,,
GLASGOW CALEDONIAN UNIVERSITY,,,,1957.0,,,2239.0,,,,,,,,,,,,,,660.0,
GLAXOSMITHKLINE,,466.0,693.0,712.0,,,,,,139.0,,,589.0,583.0,,1009.0,66.0,,,,1956.0,
GLAXOSMITHKLINE BELGIUM,,,,3211.0,,,,,,,,,,,,,,,,,,
GLAXOSMITHKLINE UNITED KINGDOM,,813.0,925.0,1334.0,,,,,,588.0,,,,1022.0,,1188.0,166.0,,,,,
GLAXOSMITHKLINE USA,,1078.0,1707.0,1187.0,,,,,,476.0,,,,835.0,,,277.0,,,,,
GLENFIELD HOSPITAL,,,,1402.0,,,,,,,,,,828.0,,,,,,,,
GLOBAL ALLIANCE CLIMATE SMART AGR,,,,5659.0,,,,,,,,,,,,,,,,,,
GLOBAL CHANGE RESEARCH CENTRE OF THE CZECH ACADEMY OF SCIENCES,1182.0,,,,,,,913.0,586.0,,,,,,,,,,1137.0,,,
GLOBAL CTR RES & DEV,,,,2920.0,,,,,,,,,,,,,,,,,,
GLOBAL ECONOMIC DYNAMICS & BIOSPHERE - THE ERLING-PERSSON FAMILY ACADEMY PROGRAM,,,,,,,,,,,,,,,,,,,,,2292.0,
GLOBAL ENERGY INTERCONNECT RES INST,,,,,,,2781.0,,,,,,,,,,,,,,,
GLOBAL HEALTHCARE CONSULTING,,,,3076.0,,,,,,,,,,,,,,,,,,
GLOBAL HOSP,,,,6318.0,,,,,,,,,,,,,,,,,,
GLOBAL INST INTERDISCIPLINARY STUDIES,,,,4520.0,,,,,,,,,,,,,,,,,,
GLOBAL INSTITUTE FOR WATER SECURITY,,,,,,,,1072.0,971.0,,,,,,,,,,,,,
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,,,,2363.0,,,,,,,,,,,,,,,,,,
GLOUCESTERSHIRE ROYAL HOSPITAL,,,,6352.0,,,,,,,,,,,,,,,,,,
GMR INSTITUTE OF TECHNOLOGY,,,,,,,2530.0,,,,,,,,,,,,,,,
GNS SCIENCE - NEW ZEALAND,,,,,,,,,296.0,,,,,,,,,,,,,
GOA INSTITUTE OF MANAGEMENT,,,,,,,2406.0,,,,,,,,,,,,,,2139.0,
GOA MEDICAL COLLEGE & HOSPITAL,,,,5198.0,,,,,,,,,,,,,,,,,,
GOA UNIVERSITY,,,,,,,,,,,,,,,,,,,963.0,,,
GODDARD INSTITUTE FOR SPACE STUDIES,,,,,,,,991.0,283.0,,,,,,,,,,,,,
GOETHE UNIVERSITY FRANKFURT,,222.0,633.0,309.0,,411.0,2413.0,475.0,253.0,245.0,,,521.0,250.0,,254.0,316.0,387.0,519.0,309.0,460.0,
GOETHE UNIVERSITY FRANKFURT HOSPITAL,,1464.0,,647.0,,,,,,529.0,,,,1060.0,,760.0,,,,937.0,,
GOLD COAST HEALTH,,,,2116.0,,,,,,,,,,,,,,,,,,
GOLD COAST UNIVERSITY HOSPITAL,,,,2083.0,,,,,,,,,,,,,,,,,,
GOLDEN JUBILEE HOSPITAL,,,,2105.0,,,,,,,,,,,,,,,,,,
GOLDSMITHS UNIVERSITY LONDON,,,,,,,,,,,,,,,,,,,,533.0,810.0,
GOLESTAN UNIVERSITY,,,1635.0,,,,2007.0,,,,,,,,,,,,,,2058.0,
GOLESTAN UNIVERSITY OF MEDICAL SCIENCES,,,,991.0,,,,,,,,,,,,988.0,,,,,1886.0,
GOMA UNIV,,,,5834.0,,,,,,,,,,,,,,,,,,
GOMAL UNIVERSITY,,,,2181.0,,,,,,,,,,,,944.0,,,,,,
GONABAD UNIV MED SCI,,,,2830.0,,,,,,,,,,,,,,,,,,
GOOD SAMARITAN HOSP,,,,6585.0,,,,,,,,,,,,,,,,,,
GOOGLE INCORPORATED,,435.0,1974.0,3353.0,20.0,,372.0,2024.0,485.0,,,,,1146.0,39.0,,,837.0,,,,
GOOGLE LLC,,729.0,,,,,,,,,,,,,,,,,,,,
GORDON LIFE SCIENCE INSTITUTE,,1258.0,,,,,,,,,,,,,,,,,,,,
GORGAN UNIVERSITY OF AGRICULTURAL SCIENCES & NATURAL RESOURCES,207.0,,,,,,,1887.0,,,,,,,,,,,557.0,,,
GORGAS MEMORIAL INST PUBL HLTH,,,,6434.0,,,,,,,,,,,,,,,,,,
GOSFORD HOSPITAL,,,,4192.0,,,,,,,,,,,,,,,,,,
GOVERNM MED COLL,,,,6434.0,,,,,,,,,,,,,,,,,,
GOVERNMENT,,,,6403.0,,,,,,,,,,,,,,,,,,
GOVERNMENT COLLEGE UNIVERSITY FAISALABAD,371.0,820.0,891.0,,,,888.0,426.0,,,1141.0,329.0,,,,,419.0,,480.0,,2102.0,
GOVERNMENT COLLEGE UNIVERSITY LAHORE,,,1725.0,,,,1632.0,2043.0,,,1353.0,,,,,,,,,,,
GOVERNMENT OF WESTERN AUSTRALIA,,,,,,,,,,,,,,,,,,,1606.0,,,
GOVIND BALLABH INST MED EDUC & RES,,,,3227.0,,,,,,,,,,,,,,,,,,
GOVIND BALLABH PANT INSTITUTE OF POSTGRADUATE MEDICAL EDUCATION & RESEARCH,,,,5586.0,,,,,,,,,,,,,,,,,,
GOVIND BALLABH PANT UNIVERSITY OF AGRICULTURE TECHNOLOGY,1024.0,,,,,,2773.0,,,,,,,,,,,,1651.0,,,
GOVT COLL ENGN,,,,,,,2624.0,,,,,,,,,,,,,,,
GOVT COLL TECHNOL,,,,,,,2658.0,,,,,,,,,,,,,,,
GOVT ENGN COLL,,,,,,,1913.0,,,,,,,,,,,,,,,
GOVT FEDERATED STATES MICRONESIA,,,,1208.0,,,,,,,,,,,,,,,,,,
GOVT INST FORENS SCI,,,,2430.0,,,,,,,,,,,,,,,,,,
GOVT MED COLL,,,,1925.0,,,,,,,,,,,,,,,,,,
GOVT MED COLL PALI,,,,6398.0,,,,,,,,,,,,,,,,,,
GOVT MED COLL THRISSUR,,,,6693.0,,,,,,,,,,,,,,,,,,
GOVT MED COLL TRIVANDRUM,,,,3231.0,,,,,,,,,,,,,,,,,,
GRAD INST INT & DEV STUDIES,,,,,,,,,,,,,,,,,,,,,1416.0,
GRAD SCH MAT SCI MAINZ,,,2027.0,,,,,,,,,,,,,,,,,,,
GRAD SCH MED,,,,3911.0,,,,,,,,,,,,,,,,,,
"GRADUATE SCHOOL, CAAS",967.0,,,,,,,,,,,,,,,,,,,,,
GRADUATE UNIVERSITY FOR ADVANCED STUDIES - JAPAN,,1064.0,1740.0,,,,,,1106.0,,,,,976.0,,1177.0,,817.0,967.0,,,215.0
GRADUATE UNIVERSITY OF ADVANCED TECHNOLOGY,,,1494.0,,,,1360.0,,,,,,,,,,,,,,,
GRADY HLTH SYST,,,,6135.0,,,,,,,,,,,,,,,,,,
GRADY MEM HOSP,,,,2419.0,,,,,,,,,,,,,,,,,,
GRAN SASSO SCIENCE INSTITUTE (GSSI),,,,,,,,,,,,,,,,,,312.0,,,1986.0,165.0
GRAND VALLEY STATE UNIVERSITY,,,,,,,,2059.0,,,,,,,,,,,,,1447.0,
GRANT MED COLL & SIR J J GRP HOSP,,,,5834.0,,,,,,,,,,,,,,,,,,
GRANT MED COLL & SIR JJ GRP HOSP,,,,4080.0,,,,,,,,,,,,,,,,,,
GRAPHIC ERA UNIVERSITY,,,,,,,1399.0,,,,,,,,,,,,,,,
GRAZ UNIVERSITY OF TECHNOLOGY,,1151.0,650.0,6051.0,541.0,,729.0,1402.0,806.0,,676.0,,680.0,,,,,,,,1350.0,
GRCC,,,,3704.0,,,,,,,,,,,,,,,,,,
GREAT BARRIER REEF MARINE PK AUTHOR,,,,,,,,1829.0,,,,,,,,,,,,,,
GREAT FALLS CLIN LLP,,,,4777.0,,,,,,,,,,,,,,,,,,
GREAT LAKES FORESTRY CENTRE,,,,,,,,1902.0,,,,,,,,,,,1859.0,,,
GREAT NORTH CHILDRENS HOSP,,,,5402.0,,,,,,,,,,,,,,,,,,
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,,1447.0,,640.0,,,,,,807.0,,,,608.0,,425.0,,,,,,
GREATER BALTIMORE MEDICAL CENTER,,,,4104.0,,,,,,,,,,,,,,,,,,
GREATER MANCHESTER MENTAL HLTH NHS FDN TRUST,,,,,,,,,,,,,,,,,,,,692.0,,
GREEN & SEIDNER FAMILY PRACTICE,,,,4777.0,,,,,,,,,,,,,,,,,,
GREEN CLIN PC,,,,4777.0,,,,,,,,,,,,,,,,,,
GREENACRES HOSP,,,,4565.0,,,,,,,,,,,,,,,,,,
GREENLAND INSTITUTE OF NATURAL RESOURCES,,,,,,,,1588.0,,,,,,,,,,,,,,
GREENSLOPES PRIVATE HOSPITAL,,,,3779.0,,,,,,,,,,,,,,,,,,
GREENVILLE HEALTH SYSTEM,,,,2449.0,,,,,,,,,,,,,,,,,,
GREGOR MENDEL INSTITUTE OF MOLECULAR PLANT BIOLOGY (GMI),,,,,,,,,,,,,,,,,,,1162.0,,,
GREIFSWALD MEDICAL SCHOOL,,1618.0,,1069.0,,,,,,1061.0,,,,562.0,,848.0,,,,1045.0,2066.0,
GRENOBLE ECOLE MANAGEMENT,,,,,,487.0,,,,,,,,,,,,,,,1961.0,
GRIFFITH COLL,,,,,384.0,,,,,,,,,,,,,,,,,
GRIFFITH UNIVERSITY - GOLD COAST CAMPUS,1378.0,1024.0,1358.0,1005.0,820.0,,751.0,650.0,,882.0,691.0,,,,,984.0,765.0,,1354.0,616.0,336.0,
GRIFFITH UNIVERSITY - LOGAN CAMPUS,,,,5686.0,,,,,,,,,,,,,,,,,2031.0,
GRIFFITH UNIVERSITY - MOUNT GRAVATT CAMPUS,,,,5074.0,,,,,,,,,,,,,,,,938.0,1623.0,
GRIGORE T POPA UNIVERSITY OF MEDICINE & PHARMACY,,,1979.0,1937.0,,,,,,,,,,,,,1180.0,,,,,
GROENE HART HOSP,,,,5397.0,,,,,,,,,,,,,,,,,,
GROENE HART ZIEKENHUIS,,,,5746.0,,,,,,,,,,,,,,,,,,
GROSSHANSDORF HOSPITAL,,,,1865.0,,,,,,,,,,,,,,,,,,
GROUP HEALTH COOPERATIVE,,,,5069.0,,,,,,,,,,,,,,,,,,
GROUPE JOLIMONT,,,,5845.0,,,,,,,,,,,,,,,,,,
GRP HLTH RES INST,,,,2940.0,,,,,,,,,,,,,,,,,1908.0,
GRP HOSP DIACONESSES CROIX ST SIMON,,,,6039.0,,,,,,,,,,,,,,,,,,
GRP INVEST CIENCIAS SALUD & NEUROCIENCIAS CISNEUR,,,,6403.0,,,,,,,,,,,,,,,,,,
GSI HELMHOLTZ-CENTER FOR HEAVY ION RESEARCH,,,,,,,,,,,,,,,,,,245.0,,,,
"GUANG'ANMEN HOSPITAL, CACMS",,,,3268.0,,,,,,,,,,,,,909.0,,,,,
GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES,205.0,,,,,,,1847.0,,,,,,,,,,,457.0,,,
GUANGDONG ACADEMY OF MEDICAL SCIENCES & GUANGDONG GENERAL HOSPITAL,,1322.0,,762.0,,,,,,,,,,942.0,,,1010.0,,,,,
GUANGDONG ACADEMY OF SCIENCES,592.0,,1172.0,,,,1133.0,553.0,1076.0,,728.0,,537.0,,,,,,1080.0,,,
GUANGDONG FOOD GREEN PROC & NUTR REGULAT TECHNOL,1256.0,,,,,,,,,,,,,,,,,,,,,
GUANGDONG LABORATORY FOR LINGNAN MODERN AGRICULTURE,666.0,,,,,,2166.0,1794.0,,,,,674.0,,,,,,326.0,,,
GUANGDONG MEDICAL UNIVERSITY,,1139.0,1527.0,1640.0,,,,,,,1452.0,,,912.0,,,546.0,,,,,
GUANGDONG OCEAN UNIVERSITY,632.0,,,,,,1956.0,1512.0,,,,,,,,,,,404.0,,,
GUANGDONG PHARMACEUTICAL UNIVERSITY,664.0,1201.0,1094.0,2731.0,,,,,,,,,,,,,306.0,,,,,
GUANGDONG POLYTECHNIC NORMAL UNIVERSITY,,,,,,,2042.0,,,,,,,,,,,,,,,
GUANGDONG PROV KEY LAB GREEN PROC NAT PROD & PROD,940.0,,,,,,,,,,,,,,,,,,,,,
GUANGDONG PROV KEY LAB NEW & RENEWABLE ENERGY RES,,,,,,,1508.0,,,,,,,,,,,,,,,
GUANGDONG PROVINCIAL CENTER FOR DISEASE CONTROL & PREVENTION,,,,6298.0,,,,,,,,,,,,,,,,,,
GUANGDONG SECOND PROV GEN HOSP,,,,5806.0,,,,,,,,,,,,,,,,,,
GUANGDONG UNIVERSITY OF FINANCE & ECONOMICS,,,,,,,2397.0,,,,,,,,,,,,,,2012.0,
GUANGDONG UNIVERSITY OF FOREIGN STUDIES,,,,,,,1974.0,2057.0,,,,,,,,,,,,,881.0,
GUANGDONG UNIVERSITY OF PETROCHEMICAL TECHNOLOGY,,,1508.0,,,,1145.0,1505.0,,,,,,,,,,,,,,
GUANGDONG WOMEN & CHILDREN HOSP,,,,6609.0,,,,,,,,,,,,,,,,,,
GUANGXI ACADEMY OF AGRICULTURAL SCIENCES,846.0,,,,,,,,,,,,,,,,,,1158.0,,,
GUANGXI MEDICAL UNIVERSITY,,979.0,,909.0,,,,,,956.0,1491.0,,,695.0,,,514.0,,,,2151.0,
GUANGXI MINZU UNIVERSITY,,,1662.0,,,,1904.0,,,,,,,,,,,,,,,
GUANGXI NORMAL UNIVERSITY,,,632.0,,526.0,,1178.0,,,,1303.0,,,,,,,,,,,
GUANGXI UNIVERSITY,234.0,773.0,326.0,,623.0,,176.0,575.0,929.0,,151.0,,687.0,,,,,888.0,369.0,,1673.0,
GUANGXI UNIVERSITY OF CHINESE MEDICINE,,,,4616.0,,,,,,,,,,,,,891.0,,,,,
GUANGXI UNIVERSITY OF SCIENCE & TECHNOLOGY,,,,,,,1804.0,,,,,,,,,,,,,,,
GUANGZHOU 12TH HOSP,,,,3769.0,,,,,,,,,,,,,,,,,,
GUANGZHOU HIGHER EDUC MEGA CTR,424.0,,,,,,,,,,,,,,,,,,,,,
"GUANGZHOU INSTITUTE OF BIOMEDICINE & HEALTH, CAS",,,,5243.0,,,,,,,,,,967.0,,,,,,,,
"GUANGZHOU INSTITUTE OF ENERGY CONVERSION, CAS",,1556.0,1137.0,,,,478.0,,,,,,,,,,,,,,,
"GUANGZHOU INSTITUTE OF GEOCHEMISTRY, CAS",,,1774.0,,,,1404.0,308.0,140.0,,,,,,,,,,,,,
"GUANGZHOU INSTITUTE OF TROPICAL & MARINE METEOROLOGY, CHINA METEOROLOGICAL ADMINISTRATION",,,,,,,,,1035.0,,,,,,,,,,,,,
GUANGZHOU MARINE GEOLOGICAL SURVEY,,,,,,,,,745.0,,,,,,,,,,,,,
GUANGZHOU MEDICAL UNIVERSITY,,346.0,1244.0,461.0,,,,,,285.0,706.0,,301.0,185.0,,612.0,147.0,,,629.0,2077.0,
GUANGZHOU UNIVERSITY,1010.0,1496.0,466.0,,130.0,,178.0,431.0,883.0,,387.0,185.0,,,,,,,1103.0,928.0,803.0,
GUANGZHOU UNIVERSITY OF CHINESE MEDICINE,1023.0,966.0,1516.0,1150.0,,,,,,1021.0,,,,850.0,,1013.0,71.0,,,,,
GUANGZHOU WOMEN & CHILDRENS MED CTR,,,,4617.0,,,,,,,,,,,,,,,,,,
"GUARDANT HEALTH, INC.",,,,3440.0,,,,,,,,,,,,,,,,,,
GUGLIELMO DA SALICETO HOSPITAL,,,,2452.0,,,,,,,,,,,,,,,,,,
GUGLIELMO MARCONI UNIVERSITY,,,,,,,,,,,,,,,,,,783.0,,,,
GUILAN UNIV MED SCI,,,,5767.0,,,,,,,,,,,,,,,,,,
